@RELATION music_speech
@ATTRIBUTE SC_MEAN NUMERIC
@ATTRIBUTE SRO_MEAN NUMERIC
@ATTRIBUTE SFM_MEAN NUMERIC
@ATTRIBUTE PARFFT_MEAN NUMERIC
@ATTRIBUTE FLUX_MEAN NUMERIC
@ATTRIBUTE SC_STD NUMERIC
@ATTRIBUTE SRO_STD NUMERIC
@ATTRIBUTE SFM_STD NUMERIC
@ATTRIBUTE PARFFT_STD NUMERIC
@ATTRIBUTE FLUX_STD NUMERIC
@ATTRIBUTE class {music,speech}

@DATA
100.592338104,220.290697674,0.346635278377,11.4519328788,63.1159174364,22.4123346707,48.9759946607,0.0863810352724,2.20396016319,52.2831458059,music
90.694210549,179.212403101,0.333239035095,10.044542368,98.3467115188,19.0396274206,53.8297330129,0.105278794924,1.86089334794,83.3500812243,music
87.6787357863,183.679069767,0.257789387411,10.4552011168,70.8577669536,44.5735258992,94.9312322908,0.125898980604,2.12739760909,75.5641990943,music
55.7836877955,99.0410852713,0.101849951525,11.344422652,43.844117217,10.0361131556,23.1532947156,0.0274658608686,2.65365088842,21.3559296776,music
62.1093307309,121.106976744,0.198342237107,10.1888926559,64.1996948434,26.3041257611,66.4818284738,0.125512685741,2.58279258541,64.6360045762,music
76.8616155921,164.187596899,0.272965693749,16.1238563171,19.5243406376,52.009144591,103.172545329,0.137203635206,4.07547473899,24.8499042912,speech
86.125271589,176.282945736,0.300057073775,12.5360700584,54.8675311695,37.6745458396,71.0941821277,0.127933203802,3.95933537119,51.6304085086,speech
102.295151731,201.206976744,0.312275755883,12.9928569679,71.2787155214,51.0116001791,89.9917211404,0.145562662507,3.48218462409,63.9548416767,speech
126.519583922,261.820155039,0.466108927142,9.39667652714,33.6603997658,38.1888617395,72.145311354,0.148248188009,3.10482441783,44.565650742,speech
123.573965976,257.303875969,0.437021971915,11.6084562011,57.3093820319,50.4441886318,92.1785883789,0.166512561462,3.50110920489,96.5000097548,speech
77.9883154979,143.405426357,0.203630026359,11.7453386014,28.854161227,36.4148604203,65.7606121481,0.127935654638,3.03285912601,26.807652157,speech
76.387526402,140.130232558,0.201350923587,12.9909872779,89.9794239413,27.2629013212,51.2023809473,0.102081356029,3.80430062838,94.9790450503,speech
92.8654804614,193.834883721,0.308915105306,12.6393373662,65.7769185579,45.4212138711,91.8342787423,0.155511067824,3.28489860218,69.877554031,speech
131.488288637,262.426356589,0.45199909382,8.79702462258,110.406266018,49.1611097623,92.5118450571,0.187836329294,3.18956365404,196.577489414,speech
116.703265811,205.711627907,0.359767964043,9.56719242567,105.799363964,28.0281869211,59.2158103075,0.128353156568,3.49790916683,117.031712799,speech
119.380185652,209.3,0.378439799908,8.70955460558,106.568322827,27.4062280112,61.4871695194,0.125037886132,3.26089515723,112.798955814,speech
131.583159144,282.805426357,0.503970951463,9.1476289132,22.9231220829,34.4835927591,64.2577426458,0.12282162387,2.59326652934,31.3783077381,speech
134.278833625,252.11627907,0.416081934765,9.86900072993,68.6899814688,59.4869595905,83.1090371775,0.154576743054,3.62228815453,85.5884444634,speech
124.877171351,246.479844961,0.439591974031,9.68279914954,46.4183398579,46.1793061394,82.1518822932,0.1576329883,3.34004452835,76.675039596,speech
90.9338721646,181.258139535,0.263238793742,13.8614574351,50.101442039,44.5093126971,76.8683110257,0.135687835231,3.84420585608,41.141488676,speech
113.414756469,220.410852713,0.346755806186,12.7004470974,118.977361353,49.8730119873,81.516195414,0.161573571477,3.70375262976,100.718688682,speech
100.321391856,186.934108527,0.275868075297,12.6131496599,100.896639186,51.4615083532,83.9634074931,0.156403912638,3.39052284876,83.2808853509,speech
114.444259222,213.810852713,0.320264143672,12.8843197102,27.4959187663,67.3292433729,106.011158723,0.165920756588,3.95570612293,23.9337807024,speech
132.323830976,271.182170543,0.484363671631,8.85597656291,42.7766226194,40.0620829662,87.4671242333,0.166288474273,2.514193161,71.0733899199,speech
133.313697662,293.448837209,0.526883337252,8.39952222027,18.627115387,31.477276952,68.0132404076,0.123085207276,2.51077468781,21.0865763307,speech
65.9999007242,123.182170543,0.163509707528,12.9480352089,59.3239987046,17.8765719357,38.8106134082,0.0732528103922,3.22839516479,58.7302276234,speech
92.8109695795,184.355813953,0.278726087617,12.6234508021,28.6949364087,57.0175330348,109.609998134,0.180101769504,4.17123777662,34.0535561501,speech
80.858406194,153.529457364,0.253682674613,14.4385268977,40.8292353007,62.0708891259,114.075520275,0.171790032015,4.41146182625,46.9996615134,speech
106.458269158,203.688372093,0.314207891567,12.2241574883,56.5311583424,55.5346906125,91.7665335866,0.163786559489,3.83477687624,46.0336989921,speech
106.336079768,210.948837209,0.324586608887,13.436557759,15.6671268785,50.1994286143,81.8257963497,0.152298754707,4.05684150921,13.3324176951,speech
106.551217608,221.534883721,0.365737944405,12.0698950626,57.3043958011,44.1999708294,93.7722745848,0.160023442369,3.40549569062,74.7320453523,speech
92.9027820096,195.496124031,0.327145567087,13.4251790198,44.4871101201,37.075007784,76.1198386095,0.130841754455,4.08748251916,47.8615792012,speech
123.200352493,241.172868217,0.412522033889,9.47171963375,51.7518480936,52.268520568,93.3318263322,0.16720898835,2.99889945567,52.7575794085,speech
89.5870740458,211.72248062,0.343663020122,13.7848644655,35.0081956494,31.0951741334,76.0606787964,0.112044029451,2.87130139866,30.8255451185,speech
115.062158552,248.971317829,0.427805544682,9.78204318843,30.1388546506,34.8790515834,82.9531386286,0.144036272948,2.69125570126,33.2103539423,speech
78.1809229531,145.61627907,0.200345280984,13.1491292022,55.2980445948,32.2335127427,59.2438467556,0.122580860642,4.03987326109,46.7790451054,speech
62.222059846,116.582945736,0.196757420241,13.4805259287,23.7330613674,51.3709454545,93.8546526986,0.135633521268,3.79462013077,26.7294917157,speech
121.85654228,253.913953488,0.430217446373,9.74336982418,45.9332276472,43.2126814412,87.9302288985,0.162141415684,2.73485059211,51.0654642286,speech
117.779004163,224.991472868,0.336263311976,11.8818551994,42.2907335674,57.3599193498,89.3328021484,0.160362480626,3.55279158514,36.0139799359,speech
139.224497372,259.957364341,0.408261215998,9.51790825304,106.613377487,70.7261253672,101.338448419,0.175725456625,3.60595478078,151.879783489,speech
78.9909166487,155.389922481,0.247241321741,12.7015972415,75.7765503819,51.9433855854,92.4526649009,0.161378376987,4.35511761709,82.2639181422,speech
131.485096294,281.837984496,0.482911372704,8.87282008069,27.7631724807,38.8291429341,71.9596847658,0.141871897537,2.28943440027,34.5555646096,speech
123.62328683,246.692248062,0.409864378505,10.2242406746,57.2915809522,48.8384064744,80.7116737591,0.164346513696,2.96501926391,59.3249956658,speech
115.387321669,220.251162791,0.377956694118,11.3018730472,121.547837981,51.4108631524,81.3058472265,0.156866621756,3.07720171202,80.4346754781,speech
101.05814288,180.749612403,0.281634749636,11.412592896,41.7028978494,45.7025251112,76.3565997757,0.152637399002,3.49451068821,32.2740253044,speech
96.7314843575,187.307751938,0.260383748994,11.5946456653,123.862025081,40.7462194215,73.6311929522,0.138482101252,3.12047208198,103.360757863,speech
85.7953475602,162.006976744,0.223466697933,12.3533936596,24.6069447032,46.7824511511,78.1378276276,0.139383054892,3.40756228212,23.1779447312,speech
41.3204746333,73.7751937984,0.145160866942,17.0476080249,19.7308538283,28.0423256088,65.693077793,0.0885214214148,3.518142676,33.8436983899,speech
66.9957642525,122.586046512,0.150040549844,11.6166290292,97.257509282,14.5035354627,27.2361329319,0.0660612012755,3.38231254689,86.9148580595,speech
114.255153888,203.12248062,0.380700728565,7.95028201961,54.6079447232,21.7778042884,50.3506514285,0.113448384947,2.83919927635,55.4097024257,speech
112.890690989,212.287596899,0.389214646483,9.09573975513,43.7905111193,25.310898627,57.1931875216,0.124133184277,3.46748025655,46.4972016479,speech
105.823471313,186.465116279,0.341494913166,9.85141423585,48.8522630626,17.6014108069,34.7137455767,0.0900023849839,3.33337047272,51.2876684807,speech
84.3323399354,157.701550388,0.21387905479,12.2079570423,75.4059866094,35.6022686625,61.7500469001,0.132016681051,3.53138746394,62.0163121698,speech
121.827078197,237.41627907,0.385680501019,10.7022155454,58.7387519296,51.4826016333,75.9163016174,0.154288063362,3.47612411285,58.9014614903,speech
125.558179964,259.189147287,0.413334339856,10.9171475157,45.7772048118,49.116187925,72.1953629041,0.131234727827,3.31956451003,51.8176943755,speech
103.22134502,200.311627907,0.316726223946,12.6668117694,19.9229863507,53.8033702298,91.5965738738,0.162214087874,3.69005427694,15.8616328154,speech
87.0060895981,167.671317829,0.245240494954,12.7128679156,72.3388172965,45.2895277378,76.3298261208,0.145540680181,3.2240860198,65.1072345593,speech
73.9820957614,134.192248062,0.192648998376,12.1971637187,84.4057612689,32.6015300081,59.9199745557,0.114900244624,3.46319937059,74.1065824008,speech
101.935223612,193.788372093,0.292210776824,13.3977069985,56.5622954815,48.8812691104,80.4647027704,0.140049340753,3.90053682887,47.6637002263,speech
67.175734172,120.766666667,0.154924582854,12.3981581247,67.2216144056,20.8071074047,37.7822685809,0.0797720525114,3.71346258612,60.3456509845,speech
81.1985930279,143.771317829,0.179874584076,11.3505826349,165.094830315,41.5551709794,63.4277073609,0.111896724204,2.82942792865,130.91368045,speech
89.6578000191,169.854263566,0.236495533817,13.0451729479,71.6163503538,42.7816912673,70.3238830578,0.136307767744,4.19303666798,58.4660937718,speech
116.086646,227.897674419,0.365108154252,10.1819332492,79.3301658951,53.5792560167,97.1087239035,0.196259051996,3.15582004478,85.789720659,speech
81.1298415602,149.518604651,0.251243169439,13.1898653332,62.1388599931,64.4069733807,117.285261647,0.180906942936,4.23729211222,66.4268831037,speech
74.8943260474,143.027906977,0.190587003558,13.412809601,80.8096841136,24.9587990974,47.7105857897,0.106494158199,3.29770659617,77.937563169,speech
63.6441338612,117.271317829,0.14067342259,13.3839903054,54.5608945549,13.737151823,21.7817404285,0.0516597575488,3.70267636532,52.9686014696,speech
77.629199781,142.565116279,0.200508796694,12.4446859114,80.3237294534,23.5081117711,49.0232426305,0.105725393659,2.95514421137,73.2185187633,speech
87.9239042258,167.241085271,0.270169007078,12.9529436435,49.0492186763,65.4861828451,111.688707841,0.171312672857,3.88156964214,48.3825058422,speech
78.4813795696,145.886046512,0.198848948647,13.1129944464,73.0832752002,39.3886330091,66.9421145806,0.133545009591,3.57698964399,64.0466346248,speech
