@RELATION music_speech
@ATTRIBUTE RMS_MEAN NUMERIC
@ATTRIBUTE PAR_MEAN NUMERIC
@ATTRIBUTE ZCR_MEAN NUMERIC
@ATTRIBUTE MAD_MEAN NUMERIC
@ATTRIBUTE MEAN_AD_MEAN NUMERIC
@ATTRIBUTE RMS_STD NUMERIC
@ATTRIBUTE PAR_STD NUMERIC
@ATTRIBUTE ZCR_STD NUMERIC
@ATTRIBUTE MAD_STD NUMERIC
@ATTRIBUTE MEAN_AD_STD NUMERIC
@ATTRIBUTE class {music,speech}

@DATA
0.139278232031,2.84984766081,0.0646214583949,0.0973589046981,0.112608154928,0.0383304315497,0.479251745911,0.0223760255647,0.0313528035127,0.0323966740842,music
0.0622465719857,2.57616594929,0.0359908158858,0.0435994821001,0.0502525271243,0.0293580566809,0.488798069547,0.0296096569073,0.0262650988617,0.0261474455965,music
0.0560037670071,3.08183664148,0.0947024634947,0.0362334140511,0.0434166308918,0.0206666139867,0.435952085316,0.0366662574439,0.0138993366227,0.0165906172836,music
0.0610578619023,2.89702687888,0.0713564754825,0.0413841424986,0.0480296788976,0.0357807433967,0.333989285548,0.0280437669659,0.02577563338,0.0297283867223,music
0.0597767520261,2.84201673107,0.0700015913069,0.0403478104939,0.0472111024255,0.0279427807764,0.465263682847,0.0558490195296,0.0209437153025,0.0233191519284,music
0.0810834411668,2.83120068665,0.0675706805489,0.054763308976,0.0644803550068,0.0504749877364,0.489006464247,0.0507969602545,0.035439659171,0.0411537934465,music
0.0712786697336,2.94808187435,0.0622807216956,0.0481879300849,0.0566999440638,0.0360382899397,0.519805612765,0.0352210593132,0.0272188092655,0.0303580196942,music
0.064750477836,3.05476878516,0.13059552767,0.0452982821206,0.0521436464782,0.0390117372954,0.45745945667,0.047871312395,0.0309565525738,0.0328388792908,music
0.0371038619423,2.9035449914,0.112083323861,0.0248447270356,0.0283930279398,0.00746537164685,0.32057865858,0.0365832279926,0.00627260222321,0.00669192731845,music
0.0544079472188,2.77580710278,0.0719179794949,0.0367565776027,0.0430973332589,0.0195703234899,0.574878059474,0.0376994149206,0.0142955095945,0.0161147448213,music
0.0203840320901,2.39918180283,0.0566035448256,0.0108346865159,0.0126714214771,0.0112871503448,0.477609844454,0.038606131363,0.00972942969985,0.0110352194386,music
0.102628219844,3.13042301105,0.0538217887805,0.0693243218947,0.0817731851925,0.0281711229949,0.702723485782,0.0273983992681,0.0196792562476,0.0226323971966,music
0.0798336774569,2.89744910439,0.09243674555,0.0570984005004,0.0644761323922,0.0357466640849,0.362823989655,0.0344839282511,0.0294362354676,0.0305045894427,music
0.187107752918,2.85059655038,0.132638462646,0.13821186391,0.153852743922,0.0584331057112,0.489145176297,0.0538821985673,0.0448863632778,0.04792566361,music
0.0887841432327,3.08933471472,0.115075738632,0.0585575665614,0.0700919312212,0.0412340905342,0.601739430001,0.0790758122811,0.0297190762977,0.0337519569611,music
0.0385623482286,2.49401913227,0.0301992164708,0.0270707477895,0.0300638007856,0.0160115116547,0.37189823307,0.00778436668958,0.0147916760106,0.0146347957265,music
0.0907326777394,2.92922780925,0.0938674062455,0.0618910678597,0.0726030527873,0.0198331880837,0.402559260306,0.0512054998839,0.0151457283794,0.0164119463506,music
0.0701459306872,3.02981239334,0.11333515197,0.0504987613175,0.0570462558666,0.0399752564366,0.633063496785,0.0723553541315,0.0339892112164,0.0344221985295,music
0.044617361975,2.99295108197,0.097469822001,0.0299302685168,0.0346872267103,0.010619530302,0.460873559244,0.0400875034794,0.00911954027043,0.00941646778511,music
0.0553285493622,3.42867378078,0.0833087059644,0.0340800913729,0.0419854606782,0.0192899238469,0.735064558686,0.0336643938632,0.0141101682222,0.0161464689284,music
0.106636405046,3.25271946669,0.215092409466,0.0729270994201,0.0855244067729,0.019513132214,0.334595241736,0.0196499049248,0.0141496223221,0.0158801641353,music
0.0729571063911,2.98917361465,0.0881068752036,0.0488318036693,0.0577183228806,0.0331073206985,0.338376364637,0.0248477024878,0.0219024047066,0.0265412457832,music
0.0924179670252,2.96193532507,0.0926360377973,0.0656529862751,0.0750254556754,0.0311373183595,0.381625225543,0.0281603476859,0.024589149044,0.0261004105266,music
0.123357711878,3.17725051846,0.1621064357,0.0827061734458,0.0986015763145,0.0718382958124,0.570305368389,0.0296171643516,0.0497013658766,0.0583605906447,music
0.0217895562619,2.91231628093,0.0658376715391,0.0122223610102,0.0145238087155,0.00685002676973,0.369212839807,0.0232161524454,0.00533482076016,0.00629591475932,music
0.0596590323963,2.79588181657,0.081161957156,0.0410845970923,0.0472412146467,0.0257285088566,0.391215517644,0.0664199829061,0.01991501981,0.0221582302226,music
0.140262343514,2.69268084221,0.0639705380891,0.0996371247048,0.114196471409,0.0781455341227,0.432259416162,0.0433198276796,0.0601586775174,0.0655412659641,music
0.127979030973,2.77769579058,0.064930626596,0.0863608426826,0.103282237079,0.0661886167516,0.38398971193,0.0361702531383,0.0479982123957,0.0547538221345,music
0.0400728972956,3.0688542866,0.0798639053703,0.025802482191,0.0306215911993,0.0115348877311,0.42977263117,0.0318407818996,0.00853025670146,0.00972807960169,music
0.0450050041367,2.65183173299,0.0431638212583,0.026429996934,0.0331420620482,0.032525914885,0.727887505593,0.0253931445803,0.0235331883427,0.0279207094486,music
0.0844196325926,3.07558947874,0.059279971508,0.0549893519675,0.0661080103596,0.0356720730668,0.483598222685,0.0210864535178,0.0243208525285,0.0285273564512,music
0.156796617586,2.74164803983,0.0799563527245,0.111512271378,0.127580082554,0.0404778416105,0.391231479102,0.0507190104195,0.0308279609542,0.0329299256609,music
0.119555400443,3.32902576824,0.107071464836,0.0771415059881,0.0938474773225,0.0392848554891,0.51324975542,0.0325114602241,0.0267717679812,0.0313719003094,music
0.089580477038,2.89481736754,0.0726810490501,0.0620635394902,0.0718474993006,0.0494887071367,0.394604949103,0.0247607032764,0.0367118841038,0.041124897169,music
0.090585352298,2.81215348881,0.0817977221578,0.058458668317,0.0712589176532,0.0583779912531,0.4717614441,0.0519576653659,0.0384219607459,0.0465365614032,music
0.110339553531,2.98720891544,0.0711943137299,0.0730768957803,0.0876336699026,0.0305621101538,0.38921055591,0.0271553278518,0.0239340439439,0.0255555242614,music
0.0811773776607,3.24535535785,0.137272954602,0.053748682303,0.0640061658729,0.0306289725,0.426799337335,0.0617173177007,0.0222732031709,0.0250921086944,music
0.0889316040618,3.29749444882,0.123555131207,0.057956110045,0.069670270191,0.0257265925802,0.572949532544,0.0447442603121,0.0169162483469,0.020020591824,music
0.0557170189025,2.88940505185,0.0939871331469,0.0381513728652,0.0441210656813,0.00995814336112,0.311571564521,0.0420033145586,0.00804083867901,0.00851903236126,music
0.0619088188526,3.11603635951,0.150552031947,0.0417099117309,0.0487725272562,0.0100976057603,0.289505284806,0.0265258637168,0.00752504114459,0.00843256470439,music
0.0775563504372,2.78944419452,0.0602597619102,0.0525084976078,0.061922342782,0.0344446788375,0.427603067929,0.0284289756937,0.0237386238789,0.0278373226242,music
0.0779799439399,3.03477830784,0.088016701145,0.051428057057,0.0614252012862,0.0274307663228,0.469386582992,0.0361405235972,0.0179076914621,0.021397857116,music
0.0918861399598,3.14327839702,0.0959035213349,0.061805914354,0.0730037360979,0.019693533101,0.492271372067,0.0268273417708,0.0131565563306,0.0154537025086,music
0.0832745611236,3.0685147705,0.0980184440049,0.0561010671216,0.0660413246716,0.0353341871087,0.484705767179,0.0745465572337,0.0257259734266,0.0291375985801,music
0.0747569976076,2.85464202646,0.0834125197966,0.052617083409,0.0602695639265,0.0282872214366,0.357842338377,0.0223378847356,0.0231672255449,0.0245434568065,music
0.066422791765,2.95451594066,0.0725696575659,0.0443380548048,0.0520890802823,0.042984997879,0.396217859807,0.0281547140698,0.0295321220231,0.0348888073961,music
0.0268030838531,2.44601414877,0.0432418710738,0.0128445765769,0.0167355718542,0.0171763199501,0.911063390239,0.0819328562025,0.0123009899265,0.0159418695789,speech
0.0475312148571,3.15923963463,0.0732698326097,0.027151926913,0.0347381964289,0.02983789005,0.839217961218,0.0639997199166,0.0199940951081,0.0250872597107,speech
0.0614234948667,3.29608269282,0.0951449983708,0.0374154024346,0.0465058503471,0.0338042565082,1.06992195729,0.0887126292797,0.0230389800286,0.0266957574456,speech
0.0254591910153,3.80507989661,0.152874582282,0.0146571314612,0.0191471829247,0.0292265686025,1.09657430737,0.0831923607135,0.0179083070451,0.022406646042,speech
0.0420808173451,3.55889678076,0.129915054521,0.0235288753066,0.0312538088166,0.047186296811,1.0903890885,0.106986618684,0.0260669585785,0.035272263227,speech
0.0226621505825,2.91337857559,0.0817787780278,0.0154269905977,0.0181156349201,0.0140309910129,0.815496908564,0.0629414944315,0.0110805669866,0.0119357285995,speech
0.0705660919678,2.97013548541,0.0864375184705,0.0447095176046,0.0540779004704,0.0505192624782,0.980727820828,0.0623122860592,0.0386561619111,0.0430363583155,speech
0.06957133887,3.33803573594,0.0830396993188,0.0416589899581,0.0528510943667,0.0542961095671,0.923243222841,0.0859308259567,0.0327695508102,0.0417759170736,speech
0.0842154803608,3.72742871154,0.166706828222,0.051640520909,0.0651563673734,0.126985089832,1.23841555801,0.1092761189,0.0834505454243,0.101215981654,speech
0.0802456763042,3.71210708029,0.154723529367,0.0509217846301,0.0625097380675,0.0770129307585,1.0727082398,0.0691569985737,0.0515215221374,0.0609977343873,speech
0.0746201334389,3.73081195073,0.163600748672,0.0448904229689,0.0569657131513,0.0654417154717,0.886285684573,0.0619940520449,0.0425556376949,0.0508258954301,speech
0.0170237412546,3.45492629133,0.150908181591,0.0105559001597,0.0132031017102,0.0219652960052,0.78046014362,0.0802085035775,0.0125366428367,0.0166400780086,speech
0.0492238953821,3.63565038595,0.175852296407,0.0305896611177,0.0382588766814,0.0468780496628,0.955287809445,0.13920616477,0.0315375397531,0.0372329702987,speech
0.0345378131437,3.64732730988,0.151875089985,0.0213242996571,0.0268230521665,0.0418126679955,1.02492382908,0.102905072355,0.0283139569866,0.0333427570974,speech
0.0454271496271,2.59365646804,0.0805648381792,0.0302039331244,0.0347259289327,0.0216560118939,0.709374933837,0.0793069836729,0.0193176628525,0.0205354332865,speech
0.0993553193976,2.90603598354,0.114949191843,0.0686303900194,0.0799090760121,0.0614114671291,0.880697088409,0.101780203224,0.0486877536175,0.0530236258866,speech
0.0813132514975,2.77216048911,0.108582448642,0.0548892117286,0.0647081882948,0.0378984946871,0.78676767848,0.0979887733541,0.0304094597653,0.0329801892133,speech
0.0211833577685,2.8764485574,0.114339948624,0.0142189085021,0.0169414040768,0.0119588634565,0.914370923313,0.133488039403,0.00962309635847,0.0103812028762,speech
0.0298040080984,3.84371371659,0.167031151727,0.0175044215003,0.0225902152463,0.0380042318219,0.932789518528,0.0830432667545,0.0237790936983,0.0294744411792,speech
0.0128361233841,3.8859504561,0.15648609122,0.00731404622396,0.00951543515598,0.0130234054869,1.21707373695,0.0637981737044,0.0068198381022,0.00932866253554,speech
0.0557815039161,2.89510086597,0.0706009835792,0.0352258135182,0.0426182961016,0.0333472735226,0.725751600193,0.0402343001717,0.0263497182743,0.0288980647641,speech
0.026318610821,3.51298758175,0.0852349450999,0.0138632722603,0.0191773659851,0.0235211604035,1.2241726752,0.10590227304,0.0141991214807,0.0182560857282,speech
0.0454657150394,2.73876936759,0.0583092742883,0.0255390729091,0.032633209003,0.0337501033364,0.931085171174,0.0962641491519,0.026064972652,0.0299228565674,speech
0.0444433419727,2.80729067702,0.106877476945,0.031426635269,0.036161208614,0.0253790493165,0.848724731105,0.109525477615,0.0206428896674,0.0218002904524,speech
0.0118344254674,2.75648523941,0.0966446156994,0.00800241869549,0.00928129834554,0.00616731375522,0.900936924702,0.0948925651363,0.00528693066487,0.00558008509372,speech
0.0476813149892,3.46923148084,0.102158873052,0.0273753439733,0.0355766662168,0.0427651404459,1.114345569,0.0865675179315,0.0228373493806,0.0310785736794,speech
0.0441921134654,3.0534023483,0.0623436162071,0.0260525370753,0.03258048638,0.0273058513044,0.708488751294,0.0658469267675,0.0208135251956,0.0240930607157,speech
0.0394643702718,4.15570496354,0.153333787992,0.0201175896696,0.0288337054185,0.0349959894003,1.1717076989,0.119618833605,0.0180258951656,0.0258960179308,speech
0.039822614662,2.90537388156,0.0553001886835,0.024948321202,0.0307620507954,0.0219378634614,0.770377123244,0.0451478568163,0.0150371141149,0.0175731059446,speech
0.0267518201464,3.94644286437,0.122329067115,0.015177929309,0.0199002229277,0.0231030508572,1.04611128682,0.0689713045525,0.0136597538342,0.0173948879888,speech
0.0445934450878,2.83614087938,0.0866618169694,0.0280249189037,0.0335450402638,0.022884451401,0.822698181993,0.0646896391728,0.0192218146298,0.0207846507822,speech
0.031796857414,2.82625971644,0.0477066236256,0.0167041867278,0.0215320762199,0.014543172626,0.74370320103,0.0821884555395,0.0109411076416,0.013152385022,speech
0.0351142548177,3.98869401764,0.13663567407,0.0189547871434,0.0257585572281,0.0324380812341,1.09641558194,0.0891208276789,0.0177473101539,0.023970420725,speech
0.0311014123419,2.88568930978,0.123890063425,0.0213955073394,0.025036358686,0.0178739532766,0.920279506178,0.117954959028,0.0142151310137,0.0151905959538,speech
0.0779039049475,3.67173008612,0.185416808748,0.0477930586467,0.0603492660864,0.0897459730656,1.17763838599,0.157855840542,0.0623464911318,0.0722654251681,speech
0.0748677786008,3.32186247696,0.0668833875135,0.0423554294793,0.0552593490052,0.0549523576457,1.14049728174,0.0910720785806,0.0393314744328,0.0460428031867,speech
0.022436451461,3.84597711829,0.153038259565,0.0122708934222,0.0166909472245,0.0246494919858,1.09514208715,0.0878654658775,0.0131285536143,0.0181997643812,speech
0.0426102036563,3.97386567823,0.149256253457,0.0237203317095,0.0315319778638,0.0349954540011,1.07376815167,0.106168055983,0.0211645523862,0.0269020764828,speech
0.0845563429077,3.0202342976,0.130711465745,0.0555497871813,0.0669103788884,0.0367922230029,0.86036657097,0.105682301676,0.0295513066121,0.0318601956033,speech
0.0323776857989,2.96376526552,0.118450067062,0.0223752871964,0.0262228466767,0.0157799021843,0.926334013829,0.0949632430335,0.0127532631384,0.0135497368136,speech
0.0957643631466,2.94736625019,0.100087142998,0.0642062519872,0.0768460343347,0.0525087764787,0.796484007272,0.0736712769736,0.0399045710013,0.0438268472783,speech
0.0203397195892,2.86023758293,0.092036645525,0.0137966422148,0.0162905460721,0.012158172542,0.918079095336,0.0914719471354,0.00967767731169,0.0104471305959,speech
0.0392633495097,2.23300309757,0.0173929846098,0.0229633420013,0.0280213093289,0.0462874960331,0.740845370316,0.0296686642431,0.0353158818909,0.0409011294642,speech
0.0783918512316,3.0503210413,0.0787590837103,0.051121154312,0.0610338983934,0.0458806467825,0.881300666026,0.0376317669657,0.0360851948075,0.0392928805642,speech
0.0394513407723,3.75695426145,0.162726287633,0.0239373731983,0.0301355589734,0.0376589125895,0.902940974502,0.0496388590394,0.0246041776475,0.0294990746023,speech
0.0384966884993,3.34438058788,0.149045594732,0.0253881055255,0.0304266904114,0.0423179074236,0.667142757089,0.0591356584506,0.0300003877934,0.0341893140114,speech
0.0349978681139,3.42312559916,0.14012215175,0.0222543287647,0.0268666757635,0.0211341649239,0.650488928903,0.0493281000442,0.0140843337229,0.0163650006438,speech
0.0628312597334,2.92468908228,0.0938590708283,0.0412186260371,0.0490188267691,0.0284516168256,0.776394155765,0.068494203347,0.0239328633982,0.0252153954792,speech
0.0495145748801,3.52929560619,0.145163563618,0.0316973782325,0.0388908785548,0.0431477914415,0.998789268888,0.120994111948,0.0316019805515,0.0353409187659,speech
0.0342737671825,3.67989039141,0.136443959475,0.020966605253,0.026313939598,0.0289996015597,1.00324130843,0.110755328915,0.0207312877071,0.0236465389024,speech
0.0159295811477,2.82076239131,0.100359180704,0.0109357493792,0.0127189325517,0.00809443572154,0.90921627148,0.105516973616,0.00681114750361,0.00716037787993,speech
0.0630551675135,2.81608586686,0.0885736585662,0.0420214630837,0.0495794663691,0.0322854564511,0.726299923321,0.0820467066237,0.025229125774,0.0280617767294,speech
0.0699272172813,2.97818070125,0.0783498905029,0.0451416843621,0.0542251020031,0.0384866592485,0.81733809483,0.0572491033233,0.0305526311926,0.0332504632409,speech
0.0441219811696,2.70708058165,0.105782506233,0.0288925998895,0.033736522466,0.0210145289496,0.722591711051,0.0959028056491,0.0182214057925,0.0195077714808,speech
0.059327675483,2.89889961609,0.072482514568,0.0382152350374,0.0459487032678,0.0308339411881,0.869559311948,0.046427145799,0.0252478206434,0.0273064484557,speech
0.149178540177,2.86377559466,0.10575295339,0.101818753028,0.119742014308,0.0740567887229,0.695919490626,0.0844113782159,0.0571003940908,0.062419501193,speech
0.0599801778618,2.77808041183,0.095145756136,0.0407824375833,0.047055736859,0.0324071911473,0.823365556921,0.0907961259273,0.0276122028379,0.0292603477783,speech
0.0677177049097,4.29161464446,0.139487144513,0.0382694096528,0.0503578057498,0.063086656063,1.20286486592,0.111894403563,0.038511266394,0.0482981860644,speech
0.0753105198773,2.86028119484,0.0728757947063,0.0444671276004,0.0568128060755,0.051924452757,0.889091883959,0.117963846233,0.0393379620538,0.0448708513983,speech
0.0732317728391,2.87240510713,0.0800048496973,0.0489824516829,0.0574364066458,0.0463667614951,0.849579700151,0.0536260063134,0.0380835467947,0.0403959022611,speech
0.0490701485982,2.92432041387,0.0663082437276,0.0302903759387,0.0369633066542,0.02766391945,0.889534152898,0.0384681109343,0.02186706441,0.0243965390913,speech
0.0750183576272,2.97460658278,0.0876105389984,0.0497784163601,0.059088818787,0.0441560781168,0.790496814966,0.0461187717149,0.0348598430639,0.0379294850995,speech
0.0443330117094,2.92233076866,0.0863617419506,0.0259544076846,0.0324486700532,0.0264743007748,0.728738531681,0.119679032911,0.0207555885432,0.0232970133673,speech
0.0628306974846,2.8221021643,0.0825039593232,0.0422707727713,0.0492701444373,0.0323231494626,0.799687847901,0.0709619258853,0.0275404163725,0.0291029433655,speech
